0,0,0.0518018018018018,0.18413262285376,0.0164141414141414,0,0.00292214568983511,0.00621600621600622,0,0,0,0,0,0.00076219512195122,0,0.0035810205908684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0526427510082785,0,0,0,0,0,0,0,0.0355477855477855,0.00124146492861577,0,0.0579240037071362,0,-0.193429697766097,0.895074946466809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0518018018018018,0,0,0.567487684729064,0.386821521687604,0,0.365697609159277,0.934286870867629,0,0,0.0036281179138322,0.393561267781383,0,0,0.000279563880346659,0.366232781498799,0,0,0.254552731638983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18413262285376,0.0526427510082785,0.567487684729064,0,0.112043371627727,0,0.171046228710462,0.0115830115830116,-0.0022883295194508,0.00155128950940469,0.0314775663612873,0.25147104366677,0.0332248672717931,0.323394779166151,0.0291666666666667,0.144450579790171,-0.0734672980929221,0,0.435601691657055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0164141414141414,0,0.386821521687604,0.112043371627727,0,0,0.053091038660253,0.426792139496263,0,0,0,0.00421003391416209,0,0.177231807951988,0,1.35176256294868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0105076217256179,0,-0.352121032334619,0.0557213930348259,0.250758875544411,0,0.0860561435803037,0,0,0,0,0,0,0.420551623138882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00292214568983511,0,0.365697609159277,0.171046228710462,0.053091038660253,0.0105076217256179,0,2.1541755888651,0,0,0.479577321682585,0.23070652173913,0,0,0.0138364779874214,0.0933213690552493,0,0,0.0132264529058116,1.2927502542496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00621600621600622,0,0.934286870867629,0.0115830115830116,0.426792139496263,0,2.1541755888651,0,0,0,0.0196369025565024,0.0145074713477441,0,0,0,0.0904284919309961,0,0,0,0.00800304878048781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.0022883295194508,0,-0.352121032334619,0,0,0,-0.0790471034109367,-0.326766304347826,0,-0.0659154929577465,-0.0034856700232378,0,0,-0.00122124974557297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00155128950940469,0,0.0557213930348259,0,0,-0.0790471034109367,0,0,0,0.633381924198251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
